PO1,PD1,distance(m),durations(s),asecnd(m),descent(m)
KA92RW,KA66LD,14655.4,825.5,150.7,80.4
KA92RW,KA80LB,9152.6,490.1,53.2,47.5
AB238FJ,AB228XB,3082.1,394.3,38.2,21.1
G468BY,G467SF,1001.9,120.2,9.5,3.2
EH481ER,EH481JB,1274.4,216.3,24.3,2.2
ZE10TN,ZE10GJ,9000.1,628.2,211.0,219.5
ZE10TN,ZE10UU,1055.0,101.1,1.6,21.4
ZE10PW,ZE10UU,8791.4,559.7,206.2,208.0
ZE10TN,ZE10UQ,2547.5,192.2,33.5,18.0
ZE29HF,ZE10UQ,17695.5,1066.2,319.6,298.6
ZE10JN,ZE10UQ,10447.1,708.0,236.1,213.3
KA12PY,KA15QR,8111.4,615.0,71.6,29.0
KA12PY,KA31QX,2796.2,245.0,31.3,7.1
KA12PY,KA32BA,2474.5,289.6,27.6,3.2
KA12PY,KA35ET,10813.7,808.3,114.5,42.4
KA12PY,KA37SL,2096.7,226.3,20.2,16.7
KA37AD,KA37SL,1599.7,211.5,10.9,1.4
FK102QD,FK102SN,548.3,103.8,3.3,0
FK94LA,FK102SN,7935.2,589.9,36.9,38.5
FK102QD,FK103RU,5591.8,361.4,45.2,54.0
KY127DR,FK103RU,25289.1,1473.4,201.0,268.7
FK102QD,FK102TY,1354.1,209.0,30.9,0
FK102BH,FK102TY,3176.4,376.0,44.5,8.5
FK102QD,FK102QH,646.4,111.0,0,13.4
FK101LL,FK102QH,4864.9,528.7,44.4,39.4
FK102QD,FK101EG,4686.3,462.7,27.3,41.7
KY129PN,FK101EG,13715.2,848.8,98.3,164.2
FK103AR,FK101EG,4362.8,457.1,11.8,42.0
FK101RA,FK101EG,1215.4,212.4,9.3,1.6
FK103LW,FK101EG,1594.0,193.9,2.2,14.5
FK101LJ,FK101EG,786.5,128.9,2.3,1.6
FK103BG,FK101EG,3003.0,407.6,4.0,48.2
FK102EH,FK101EG,3016.9,369.2,4.1,30.3
KY112YD,FK101EG,29075.3,1637.7,272.4,263.7
KA278NR,KA278NG,1117.6,170.8,3.8,2.3
IV301SP,IV306GS,3503.3,415.7,22.2,29.7
IV306HN,IV306GS,2265.1,303.9,19.3,6.5
DD108JT,DD108JD,550.5,69.3,8.3,0
G522BW,G524EG,3993.1,439.4,15.8,39.9
G522BW,G783HA,10651.3,1023.6,143.1,49.5
PA67ND,G783HA,22344.5,1378.9,260.7,158.0
G522BW,PA13HE,3147.3,305.5,9.8,32.7
G522BW,PA13EU,3043.1,301.3,9.8,30.6
G522BW,G522HE,777.2,155.9,9.9,12.2
PH13JR,PH13HA,8302.3,452.9,86.1,63.7
PH14NQ,PH13HA,9441.0,463.2,78.9,90.4
G466HA,G758PH,10398.5,964.5,178.1,50.6
KY12HL,KY74RF,10248.1,625.7,95.6,53.2
IV308TP,IV301BS,2896.3,367.6,20.5,25.0
ML85EG,ML84BA,1465.3,145.9,24.6,2.5
KY25AH,KY13EE,2320.3,282.7,28.3,2.1
KY25AH,KY13EE,2320.3,282.7,28.3,2.1
KY25AH,KY81JG,12741.1,853.2,71.7,92.0
KY25AH,KY26QL,3563.0,357.6,62.2,6.5
KY26LJ,KY26QL,2455.2,327.0,51.9,31.6
KY12UZ,KY26QL,8713.7,583.9,73.9,21.0
KY86HX,KY26QL,26364.6,1608.5,213.8,130.3
KY75DT,KY26QL,11053.6,589.2,75.5,59.7
KW172NZ,KW151RP,17379.1,1086.2,83.3,99.0
KW151QR,KW151RP,2040.9,243.5,3.5,34.5
KW172NJ,KW151RP,28115.1,1750.3,152.2,193.8
KW163LB,KW151RP,17683.8,1134.9,101.7,122.3
KW151RP,KW151RP,0,0,0,0
KW151TN,KW151RP,1554.7,157.6,1.8,18.4
KW163JB,KW151RP,25024.3,1576.4,151.4,156.5
KW163BG,KW151RP,24438.4,1535.3,144.2,181.4
KW151QN,KW151RP,2469.0,238.1,17.6,45.8
KW163HY,KW151RP,21515.9,1394.4,129.2,135.5
KW151NW,KW151RP,1627.2,179.6,14.1,18.7
KW151BJ,KW151RP,1403.0,165.6,2.7,8.8
KW151XU,KW151RP,2821.1,286.1,3.0,51.1
KW172HY,KW151RP,23389.4,1468.4,118.3,140.9
KW151PQ,KW151RP,1732.3,245.2,5.1,28.2
KW172QP,KW151RP,7722.3,552.5,79.5,128.6
KW151PF,KW151RP,1486.2,186.1,1.2,26.8
KW163AH,KW151RP,23385.7,1443.2,134.5,154.7
KW163DR,KW151RP,25265.8,1580.3,160.1,183.4
KW163DP,KW151RP,25319.1,1574.3,165.3,177.9
KW151FF,KW151RP,2915.6,307.5,3.4,63.0
KW151SL,KW151RP,2289.4,237.6,4.4,56.0
KW172RT,KW151RP,11165.7,683.3,113.6,119.6
KW151XJ,KW151RP,2579.7,272.4,2.7,48.7
KW151BB,KW151RP,1374.8,145.6,2.3,12.9
KW163HH,KW151RP,15652.0,1015.7,85.2,101.7
KW151AP,KW151RP,802.7,82.9,1.5,2.9
EH288LQ,KY111HD,17099.3,837.9,78.6,148.0
EH288LQ,KY111HD,17099.3,837.9,78.6,148.0
EH288LQ,EH496NA,17575.6,763.1,125.4,106.0
EH67DT,EH496NA,29716.9,2176.1,255.1,157.0
EH92JD,EH104QQ,1956.0,297.1,13.9,14.4
EH91ER,EH104QQ,2155.6,333.0,13.5,14.5
G776EY,G775LE,2817.1,390.7,19.0,44.4
G776EY,G775TG,2791.4,355.3,18.6,50.9
G775RR,G775TG,1549.4,157.4,9.7,20.1
G776EY,G768SJ,6978.9,690.0,61.2,112.4
G768DU,G768SJ,681.9,130.9,3.0,9.9
G776EY,G776TD,1948.7,248.7,13.5,45.5
G776EY,G775LH,2969.9,427.4,20.8,44.1
G776RY,G775LH,5821.0,623.8,29.4,105.5
G776EY,G768SL,6723.7,639.6,60.1,111.2
G776EY,G775JS,2422.1,265.4,10.8,13.1
G427RA,G775JS,9865.3,845.9,135.9,23.5
G776EY,G775PD,1859.6,239.6,10.9,48.4
G776EY,G775JA,2563.7,355.8,13.1,40.8
G776EY,G776HX,1572.6,228.5,0.2,49.0
G776EY,G467EH,3886.5,423.2,9.9,105.0
G536AG,G467EH,4043.1,374.0,32.9,7.7
G776EY,G227PU,19741.5,1723.6,124.1,197.7
EH193FG,EH192DA,1608.3,158.9,27.8,4.8
EH193EX,EH192DA,398.7,52.3,3.8,0.8
KW15EL,KW15NH,1261.4,140.4,17.1,1.1
KW15XL,KW15NH,17464.9,1048.9,55.7,83.7
KW15TG,KW15NH,931.4,151.7,0.7,11.4
EH129DQ,EH65AR,13640.7,1406.2,83.8,118.3
EH129DQ,EH65AR,13640.7,1406.2,83.8,118.3
EH129DQ,EH65AR,13640.7,1406.2,83.8,118.3
G40SF,DG54DD,143812.5,6204.8,1101.3,1131.3
G40SF,G311QF,1871.9,182.1,16.0,23.5
G40SF,PA34BF,14886.3,988.7,44.3,72.9
PA28DW,PA34BF,4190.5,504.4,29.4,58.2
PA11BL,PA34BF,1040.5,146.4,5.2,14.6
PA26LB,PA34BF,3397.1,395.3,14.9,41.8
PA26PA,PA34BF,2544.4,321.8,14.6,23.5
G40SF,PA29AB,18065.7,1305.5,68.0,81.8
PA49EJ,PA29AB,7642.7,742.0,34.9,15.1
G40SF,G642DS,5277.0,553.3,71.0,41.8
G40SF,G715DT,16362.7,937.3,112.8,81.2
ML43DU,G715DT,2747.5,357.5,6.5,11.7
G40SF,G212NQ,1184.9,161.3,14.7,1.1
G40SF,G729PY,13851.2,1215.7,122.6,93.5
G729EF,G729PY,1444.3,190.2,16.4,1.7
G40SF,PA86DR,24966.8,1440.9,95.2,105.9
G40SF,G848DF,51816.3,2765.7,327.1,352.1
KA120DQ,KA203AB,8643.6,612.1,29.7,33.8
KA120DQ,KA129PF,4111.2,626.4,8.0,11.6
PA153AF,PA145BP,5167.8,551.0,76.2,197.5
PA134BP,PA145BP,7375.7,526.7,65.5,152.4
PA145YJ,PA145BP,3246.0,320.9,12.0,136.6
PA134PY,PA145BP,7851.4,653.1,64.0,195.9
PA134PY,PA145BP,7851.4,653.1,64.0,195.9
PA152WF,PA145BP,1701.4,199.6,12.7,7.6
PA145BB,PA145BP,1087.0,254.1,1.6,59.9
PA145XZ,PA145BP,3456.0,322.8,12.0,140.2
PA167JJ,PA145BP,6572.3,620.7,21.1,73.4
DD111HT,DD111LH,951.5,109.6,15.3,0
KW172QT,KW172QT,0,0,0,0
KW172QT,KW172QT,0,0,0,0
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G117QY,6587.9,552.7,29.2,31.3
G38AZ,G412HN,4040.7,367.0,25.8,8.5
G467BL,G838LX,48731.4,2881.4,347.2,295.6
FK53HR,FK29TL,9552.9,921.9,71.2,38.8
FK30JH,FK29TL,6972.8,598.5,82.4,24.5
HS12RL,HS20JZ,12186.3,973.6,115.9,92.0
G459AA,G404QT,6211.7,666.6,28.6,116.0
G459AA,G459JX,1489.3,221.8,44.6,10.4
G459UT,G459JX,995.3,134.0,6.9,4.0
DD38PQ,DD12HR,4774.4,493.9,9.9,102.4
G129JA,G129PU,469.4,76.1,4.9,3.8
G129JA,G129HA,410.5,74.5,2.5,1.9
KW151TS,KW151JX,8573.5,722.6,109.6,87.2
G428YB,G427JX,194.2,23.5,0,0.1
G428YB,G427JX,194.2,23.5,0,0.1
FK81UE,FK103DJ,12142.8,741.5,71.2,56.5
FK81AP,FK103DJ,12474.4,759.3,71.3,69.7
FK81UE,FK77RL,3144.9,366.0,19.3,11.0
FK81DU,FK77RL,3326.0,378.3,18.9,32.0
FK77RL,FK77RL,0,0,0,0
FK77RL,FK77RL,0,0,0,0
PA12AB,PA134PY,16119.0,1124.6,198.7,61.9
PA145BP,PA134PY,7874.3,656.8,197.0,67.1
PA145BP,PA134PY,7874.3,656.8,197.0,67.1
PA12AB,KA244DT,25688.2,1303.6,146.1,109.1
PA12AB,PA59BQ,1761.0,238.0,10.3,1.4
PA12AB,KA257JN,19648.4,1179.5,188.1,121.9
KA257JN,KA257JN,0,0,0,0
PA12AB,PA102DE,5485.9,397.3,30.9,5.9
PA12AB,FK150EX,69277.7,3254.1,468.5,400.1
PA12AB,PA12JR,3575.3,420.7,20.7,9.9
PA12AB,PA33AT,963.9,176.3,1.7,2.0
PA12AB,PA113QQ,9618.9,735.3,98.8,43.2
PA12AB,PA33QL,2904.1,402.5,7.3,5.9
PA12AB,PA113ND,9440.2,685.4,87.9,40.4
PA113PD,PA113ND,757.3,93.9,7.0,5.3
PA12AB,PA48DX,7898.0,557.5,20.4,17.7
PA12AB,PA12AB,0,0,0,0
PA33DB,PA12AB,1639.5,203.7,3.7,2.6
KA244DT,PA12AB,25531.8,1268.8,108.5,145.2
PA12JR,PA12AB,3478.3,383.5,10.8,21.2
PA102DE,PA12AB,5263.5,336.7,5.0,32.4
PA34TP,PA12AB,7549.5,579.0,18.4,27.8
PA134DZ,PA12AB,14930.5,940.0,78.6,153.9
KA257JN,PA12AB,19449.7,1144.5,119.6,185.0
PA134PY,PA12AB,15881.4,1084.2,63.2,200.2
PA48DX,PA12AB,7450.1,508.3,19.7,22.2
PA33QL,PA12AB,2568.3,353.1,4.1,5.7
PA26QT,PA12AB,5360.6,590.4,21.6,50.7
PA59BQ,PA12AB,1553.5,193.5,1.1,11.4
PA113ND,PA12AB,9250.7,647.4,43.7,86.9
PA12AB,PA34TP,8798.1,675.6,36.4,27.5
DD81BJ,DD82AE,155.1,30.9,2.1,0
DD81DA,DD82AE,903.0,117.2,8.8,1.5
DD81JX,DD82AE,1186.6,153.4,8.7,13.8
DD82EE,DD82AE,2081.2,220.1,5.1,13.4
DD81BJ,DD76LS,27009.1,1466.7,173.1,230.8
G115AD,G129NJ,806.2,182.3,16.7,0
G115AD,G129NJ,806.2,182.3,16.7,0
ZE29LU,ZE29PT,22397.8,1531.1,407.9,382.4
ZE29QG,ZE29PT,9826.9,618.8,174.4,144.2
ZE29PT,ZE29PT,0,0,0,0
ZE29PT,ZE29PT,0,0,0,0
ZE29PT,ZE29PT,0,0,0,0
ZE29DA,ZE29PT,no route found,,,
KW151AR,KW172PH,24352.8,1476.6,160.6,131.1
AB421BS,AB421ER,1499.0,201.8,10.8,4.9
AB421BS,AB422XQ,1563.6,252.8,12.0,4.5
AB421BS,AB420QL,15617.6,921.6,137.8,106.0
KW151HP,KW151HQ,964.7,131.0,3.1,5.3
KW151NZ,KW151HQ,1490.0,164.6,4.4,7.1
KW172ET,KW151HQ,14856.4,1024.2,91.9,93.8
KW151LY,KW151HQ,1492.1,181.1,4.8,39.5
KW151HP,KW151JH,796.1,119.8,21.4,0.3
KW151HP,KW151NJ,373.0,97.5,6.7,0.1
KW151EW,KW151NJ,1290.0,181.3,24.1,22.3
PA345TU,PA344SB,5653.2,598.9,56.2,44.3
PA345TU,PA344SB,5653.2,598.9,56.2,44.3
PA344RS,PA344SB,1094.0,180.7,35.2,1.9
DD46LZ,DD11UQ,2922.1,378.5,6.9,44.1
DD115EE,DD11UQ,30046.2,1951.5,128.7,145.9
AB518TR,AB510BF,7472.3,492.1,52.8,100.2
AB518TR,AB510BF,7472.3,492.1,52.8,100.2
EH152QA,EH331AU,12169.5,795.8,104.6,51.4
G641UT,FK95BE,42640.8,2112.4,266.7,346.6
HS20AG,HS20LS,11583.8,903.4,93.0,96.9
HS20LP,HS20LS,2058.1,391.8,13.1,36.8
HS20EL,HS20LS,10461.8,803.6,71.1,118.0
HS20AG,HS20DN,5352.2,502.3,66.1,34.5
HS20AG,HS20DN,5352.2,502.3,66.1,34.5
EH217DU,EH64DB,10902.1,1152.1,61.5,52.6
EH51SA,EH128SY,6739.8,734.8,86.7,39.9
EH51SA,EH51QS,834.9,144.8,0.8,7.9
EH51SA,EH52JP,1100.2,144.9,6.9,1.6
EH51SA,EH45PX,2871.1,327.2,32.9,3.0
EH51SA,EH44GB,501.5,88.7,5.2,0.1
EH164BB,EH221ER,8632.1,802.8,78.2,67.6
IV306YQ,IV306LG,2300.5,266.2,16.6,4.6
IV301QS,IV306LG,2346.1,280.1,16.0,7.9
IV306YQ,IV316ST,10049.8,808.5,37.9,44.2
AB561GJ,IV316ST,32271.1,1799.1,169.0,198.8
IV305RU,IV316ST,9627.5,769.2,38.5,50.8
IV306YQ,IV327PF,17170.0,915.1,146.5,105.7
AB452SL,IV327PF,26899.6,1454.1,190.9,201.8
IV306YQ,IV306HZ,2480.7,282.0,16.5,10.1
IV306YQ,IV304BP,2170.6,225.0,5.8,3.4
IV306YQ,IV306BN,1602.9,204.4,19.7,0.3
IV306YQ,IV301SH,1554.2,147.0,20.5,1.5
G750BH,G759AU,1606.6,248.2,30.8,7.0
IV125QF,IV125DU,2803.4,350.6,17.6,13.6
IV124HP,IV125DU,1210.8,183.3,0.8,0.9
IV11UA,IV125DU,26273.4,1390.1,114.9,103.5
IV125QF,IV124SA,3201.7,334.7,17.0,11.9
IV125QF,IV125EE,2967.6,356.2,17.1,11.6
IV25PL,IV125EE,11680.6,606.6,14.5,87.7
DG11BF,G328EZ,113594.3,4646.3,876.3,879.0
DG11BF,G328EZ,113594.3,4646.3,876.3,879.0
DG11BF,G328EZ,113594.3,4646.3,876.3,879.0
G727ER,KA74UL,63449.9,3041.2,525.3,535.9
G727ER,G129DX,12951.9,1126.3,53.4,64.4
G727ER,G511HN,9426.3,841.4,22.3,54.7
G13BX,G511HN,2950.2,408.6,13.5,34.2
G775LR,G626PG,26509.6,1983.0,185.5,235.9
G775LR,G776AA,1456.0,107.1,27.1,2.0
G776GN,G776AA,1858.5,214.3,23.7,18.2
G38ND,G776AA,15636.3,1115.6,183.3,64.6
G767EB,G776AA,4957.9,531.8,64.4,39.4
G767JY,G776AA,4580.2,414.9,66.3,34.3
G776PS,G776AA,2610.6,219.0,8.5,32.1
G776BU,G776AA,951.4,139.2,1.4,5.4
G466LX,G776AA,5507.6,513.5,95.7,12.3
DD109NY,DD109AJ,2542.1,303.3,6.8,5.8
DD109NY,DD108LW,1480.5,195.8,5.5,2.5
DD108NZ,DD108LW,731.5,123.5,5.1,5.0
AB301UT,DD108LW,9753.4,722.0,57.7,69.6
DD108HZ,DD108LW,1254.5,160.7,6.5,4.4
DD109HT,DD108LW,4114.6,408.0,8.4,32.6
DD109TB,DD108LW,3163.2,315.9,10.3,58.7
DD109NY,DD109FW,3061.5,449.9,7.1,6.8
G758UW,G741JR,5205.8,548.1,38.7,64.5
G750PL,G741JR,1429.3,240.1,4.3,29.8
PA154TB,PA154TB,0,0,0,0
PA154TB,PA154TB,0,0,0,0
PA154TB,PA154TB,0,0,0,0
PA154TB,PA154TB,0,0,0,0
KA15PU,KA228AD,27350.2,1217.8,116.5,175.7
KA15PU,KA36EA,22222.7,1049.2,189.2,122.8
AB515XZ,AB123TU,38128.7,2114.7,463.2,467.4
ZE29AL,ZE29AN,2279.8,182.5,22.0,31.6
DG165LG,DG126DX,12477.7,606.7,52.8,55.4
PA160EZ,PA160FB,5441.3,362.1,60.4,30.1
PA160EZ,PA160FB,5441.3,362.1,60.4,30.1
DG126RP,DG13PF,30352.2,1397.6,189.8,274.0
DG13BW,DG13PF,596.5,83.6,0.2,2.4
DG11XG,DG13PF,5159.4,464.5,23.7,23.3
DG14PN,DG13PF,5884.0,356.2,19.1,15.4
AB416BP,AB510BB,22626.9,1430.7,180.0,95.2
AB513QQ,AB510BB,6139.8,379.9,96.9,64.8
AB416BP,AB516AH,27864.2,1735.4,236.7,189.4
AB416BP,AB516AH,27864.2,1735.4,236.7,189.4
EH11DF,EH39LZ,1842.1,289.0,23.1,24.4
EH268NU,EH39LZ,15730.2,1423.4,176.8,261.0
EH178JG,EH24BA,7513.1,940.7,58.8,95.5
AB155BA,AB245EF,3805.4,421.7,8.1,47.3
AB251PQ,AB245EF,2735.5,354.6,8.6,24.5
AB155BB,AB245EF,4138.4,452.2,7.8,50.3
PA26RR,PA49AF,8405.3,787.9,28.6,47.6
G775AW,PA49AF,19017.2,1647.7,73.9,204.3
G782LJ,PA49AF,15111.6,1423.1,57.9,108.2
DD82PX,DD82PX,0,0,0,0
DD82PX,DD82PX,0,0,0,0
ML84PE,ML92PJ,17282.1,963.2,238.7,318.7
ML84PE,ML85AL,1454.2,174.8,1.6,34.0
ML84HL,ML85AL,744.6,136.0,2.7,3.0
G315LA,G314EB,1411.8,205.2,5.0,11.2
G403HR,G314EB,1690.7,201.6,19.6,6.9
G314LA,G314EB,1281.6,169.9,8.3,7.0
ML30NP,G314EB,16803.0,1057.3,82.8,123.6
KA11UG,G314EB,42299.6,2457.0,310.9,315.5
ML84ND,G314EB,32969.9,1910.7,170.6,358.4
G326FB,G314EB,1681.8,238.0,5.3,9.8
G333BU,G314EB,3022.0,403.7,15.7,53.1
G333QA,G314EB,3089.6,365.4,16.5,49.5
G696LD,G314EB,5685.3,603.8,9.2,58.0
G212ES,G314EB,3717.7,467.7,9.8,43.2
G315LA,G314TB,1391.6,176.6,8.5,10.4
FK104HT,FK101LL,3509.9,425.8,11.7,37.6
FK136DS,FK101LL,7002.9,647.9,45.2,56.2
FK101LL,FK101LL,0,0,0,0
FK101LL,FK101LL,0,0,0,0
FK101LL,FK101LL,0,0,0,0
FK101LL,FK101LL,0,0,0,0
FK104JT,FK101LL,4305.7,533.6,14.8,35.7
FK104JR,FK101LL,4499.2,544.9,15.4,32.5
FK102QH,FK101LL,5001.1,591.6,40.2,43.2
FK102BH,FK101LL,1436.7,258.3,1.4,13.3
FK102QS,FK101LL,4470.5,510.8,26.7,43.2
FK104RA,FK101LL,4158.2,491.2,22.1,33.9
FK117HP,FK101LL,7563.7,595.1,67.1,66.0
FK102GB,FK101LL,6594.7,525.4,45.0,63.9
FK102GB,FK101LL,6594.7,525.4,45.0,63.9
FK102GB,FK101LL,6594.7,525.4,45.0,63.9
FK104JG,FK101LL,3642.9,452.1,11.6,42.7
G120RB,G37RW,3254.9,348.2,18.0,42.2
G38AN,G37RW,720.1,70.2,1.1,3.6
G38AN,G37RW,720.1,70.2,1.1,3.6
KW106RQ,IV253HY,15171.6,775.8,154.3,128.3
G157QE,HS20QW,477485.0,29039.9,4476.3,4498.1
G157QE,HS20QW,477485.0,29039.9,4476.3,4498.1
G157QE,HS20QW,477485.0,29039.9,4476.3,4498.1
G157QE,HS20QW,477485.0,29039.9,4476.3,4498.1
G157QE,HS20QW,477485.0,29039.9,4476.3,4498.1
AB154ZT,AB326WN,10483.3,913.2,142.7,50.2
AB154ZT,DD100LW,42871.9,2046.6,363.3,407.4
IV304NE,IV304NE,0,0,0,0
IV304NE,IV304NE,0,0,0,0
EH192BF,EH114AA,17165.8,810.2,149.2,159.3
PH12HW,PH118NG,36250.8,1981.4,269.3,222.5
DD77SU,DD77DG,1211.1,141.4,1.1,21.6
DD77SU,DD77DG,1211.1,141.4,1.1,21.6
G665DE,G665BJ,119.8,28.7,0,0.5
G665DE,G665BJ,119.8,28.7,0,0.5
G744GT,G329QN,9949.7,882.0,42.0,196.1
G329NA,G329QN,1601.7,203.0,3.7,18.2
G28AR,G329QN,7370.3,727.7,47.8,47.0
PA50RT,PA58SF,3955.0,390.9,4.2,51.1
PA67DW,PA58SF,4612.6,450.7,20.2,28.7
G404EH,PA58SF,21896.4,1220.3,66.6,61.9
PA102AU,PA58SF,2454.8,273.6,0.6,26.1
PA50SN,PA58SF,3925.3,415.9,5.1,37.0
PA102EU,PA58SF,2857.4,258.0,0.6,29.1
PA113NQ,PA58SF,8509.3,771.5,58.0,101.1
PA59NH,PA58SF,2527.1,407.6,7.2,45.2
PA58AZ,PA58SF,1632.6,260.7,10.2,8.9
PA33TD,PA58SF,2831.4,320.1,13.3,16.1
PA33SR,PA58SF,2651.9,331.9,13.3,14.1
PA33QQ,PA58SF,3010.8,362.2,14.1,9.6
DD97RF,DD96LB,5287.8,434.2,45.1,36.0
EH178TP,EH177JH,1566.0,220.2,0.9,41.2
EH177NH,EH177JH,841.9,185.2,17.1,0
G133LU,G133LU,0,0,0,0
G133LU,G133LU,0,0,0,0
AB116XN,AB243FX,4202.3,565.3,19.4,28.9
AB242PX,AB243FX,2227.7,368.2,6.2,35.5
AB419ZA,AB243FX,26240.2,1356.8,173.3,192.8
G838DX,G838FA,1273.7,245.4,0,21.7
G838EB,G838FA,1266.6,253.3,0,24.0
G838EB,G838FA,1266.6,253.3,0,24.0
EH65HX,EH64AE,808.2,128.8,6.0,2.4
ML68AT,ML66JA,2693.1,429.1,10.6,26.9
G314TF,G403QE,1995.9,222.6,3.0,17.8
G767ND,G768QZ,2682.5,385.8,37.9,13.4
G696AH,G768QZ,17868.5,1544.6,242.4,229.4
G767HD,G768QZ,2392.1,320.5,28.5,13.4
G767ND,G767LS,991.7,149.8,24.5,0.1
KY48LA,KY74SG,21055.5,1028.1,87.0,162.0
PA186AL,G812UA,40523.7,2395.8,351.2,340.2
PA87ED,G812UA,11945.7,1055.6,103.9,104.7
G612TX,G812UA,9373.1,857.0,84.8,119.3
G813RG,G812UA,2940.0,325.7,31.3,48.3
G839PB,G812UA,15920.9,1090.8,143.5,144.8
G839HZ,G812UA,16275.2,1130.8,144.4,145.7
G839PH,G812UA,15969.2,1071.7,139.1,145.8
G132HW,G812UA,5547.9,646.7,50.7,70.2
G156AU,G812UA,5267.5,640.4,32.8,60.7
G813EG,G812UA,2554.6,296.9,25.4,48.1
G158PR,G812UA,2944.8,397.7,11.2,35.8
G157YP,G812UA,5035.7,559.7,46.9,65.4
AB154AF,AB106JQ,2853.6,246.8,4.7,61.6
AB314EA,AB355QZ,32100.0,1661.8,332.2,265.3
G332QZ,G332HF,990.5,116.0,3.5,14.5
G459HQ,G513UU,10935.9,1040.6,26.1,85.5
G327QW,G513UU,13474.9,936.0,39.1,60.5
KW151QB,KW151SD,2802.8,310.6,4.0,38.6
KW151TJ,KW151SD,2783.7,236.0,5.2,27.3
KW151RY,KW151SD,2231.7,169.6,3.0,32.0
KW151RY,KW151SD,2231.7,169.6,3.0,32.0
PA656AY,PA656AY,0,0,0,0
PA656AY,PA656AY,0,0,0,0
G311TD,KA92TU,52295.0,2599.3,367.7,377.4
G311TD,G206JN,5254.0,582.6,41.2,35.4
PA371SG,PA371SG,0,0,0,0
PA371SG,PA371SG,0,0,0,0
AB245NR,AB228XR,8301.5,806.4,101.2,45.1
AB245NR,AB118DR,4307.1,490.9,28.4,21.7
AB245NR,AB116BH,2474.5,334.7,26.9,20.4
AB534EF,AB116BH,56654.6,3202.5,447.6,463.1
AB245NR,AB251HZ,2877.7,392.8,27.6,13.1
AB534HJ,AB251HZ,60478.0,3307.3,538.5,592.5
AB241WE,AB251HZ,3650.9,514.1,33.4,21.2
AB124QP,AB251HZ,11995.9,967.5,87.8,146.8
AB124TY,AB251HZ,13062.2,904.7,82.8,133.1
AB228WY,AB251HZ,7994.6,841.8,69.0,112.5
AB245NR,AB242RT,4614.4,493.6,43.6,14.5
FK14AR,FK14PS,217.5,52.2,2.9,0
FK11HB,FK14PS,2835.2,332.5,11.2,14.2
FK11HB,FK14PS,2835.2,332.5,11.2,14.2
FK14AR,FK81HJ,20053.7,1229.9,128.8,139.1
G445EZ,G413LS,3751.1,404.5,16.4,53.1
IV57NT,IV159HL,21943.2,1147.6,177.5,213.0
EH89JH,EH166TZ,4693.1,516.4,58.1,31.5
DD37RH,DD39BG,3056.4,319.8,32.4,10.6
DD39HL,DD39BG,1351.6,178.5,9.7,17.9
DD15ER,DD39BG,5781.1,588.7,98.3,14.0
EH112QL,EH113NG,2693.9,342.1,7.0,4.9
EH112QL,EH127JW,3625.9,476.1,8.0,11.0
EH112QL,EH42RA,4946.1,783.7,36.4,33.0
EH112QL,EH67DG,8943.4,1228.6,63.8,106.5
PA296YF,PA296UB,4631.3,236.5,64.0,66.0
PA296YF,PA296TA,4246.4,234.3,64.9,52.4
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA71SU,KA80SD,1644.1,188.7,12.9,7.3
KA89BF,KA80SD,4431.8,408.8,25.0,27.8
PA58EG,PA145YG,16931.3,1273.4,227.5,114.7
KY118PR,KY114NF,4230.4,442.6,51.7,22.2
G225AA,G14BW,4453.7,534.8,20.6,69.4
G327QW,G14BW,6067.5,613.8,19.7,38.1
KA35BU,G14BW,33478.7,1859.4,236.8,323.3
G213HS,G14BW,5376.4,635.3,21.8,94.8
EH11AA,EH92QY,3140.6,486.0,47.5,17.5
EH11AA,EH64NU,3745.1,582.4,27.7,76.9
EH11AA,EH93DT,3249.6,524.9,34.3,37.3
EH11AA,EH64NP,3570.4,552.5,26.7,76.9
IV170PT,IV11UA,32154.8,1546.3,266.3,284.3
IV26BJ,IV11UA,7108.1,671.7,9.2,114.2
IV125DU,IV11UA,26356.3,1437.6,103.5,114.6
IV35DZ,IV11UA,2574.5,308.7,7.7,9.7
IV78FE,IV11UA,18421.0,979.4,183.4,191.9
IV26GH,IV11UA,6700.6,435.6,16.3,182.1
AB389LD,IV11UA,87823.0,4035.4,925.3,1055.0
IV170PT,IV170UY,2026.9,276.8,4.2,14.2
IV38LP,IV308RE,73260.1,4243.2,368.8,433.8
IV27QS,IV124BQ,9905.3,578.0,14.1,79.5
AB252YB,AB123FD,7117.2,741.8,91.5,53.1
AB252YB,AB252YA,35.1,6.3,0.1,0
G733LW,G728EG,3053.1,344.3,70.1,13.9
G315LP,G728EG,7193.4,726.4,107.2,46.8
